raceId,endingposition,resultId,raceId,driverId,constructorId,startingposition,racestatus,circuit,train_test
42,4,504,42,8,6,4,1,19,1
42,5,505,42,5,4,6,1,19,1
42,6,506,42,15,7,8,1,19,1
42,7,507,42,17,9,9,1,19,1
42,8,508,42,20,2,7,1,19,1
42,9,509,42,21,4,10,1,19,1
42,10,510,42,25,3,17,1,19,1
42,11,511,42,19,8,16,1,19,1
42,12,512,42,18,11,13,1,19,1
42,13,513,42,26,5,20,1,19,1
42,14,514,42,16,12,21,1,19,1
42,15,515,42,27,12,22,1,19,1
42,0,516,42,3,3,14,2,19,1
42,0,517,42,24,5,19,2,19,1
42,0,518,42,2,2,5,2,19,1
42,0,519,42,11,8,18,2,19,1
42,0,520,42,14,9,11,2,19,1
42,0,521,42,22,11,15,2,19,1
42,0,522,42,23,7,12,2,19,1
43,1,523,43,8,6,3,1,8,1
43,2,524,43,13,6,1,1,8,1
43,3,525,43,1,1,2,1,8,1
43,4,526,43,9,2,4,1,8,1
43,5,527,43,2,2,7,1,8,1
43,6,528,43,21,4,5,1,8,1
43,7,529,43,4,1,10,1,8,1
43,8,530,43,18,11,12,1,8,1
43,9,531,43,3,3,9,1,8,1
43,10,532,43,23,7,11,1,8,1
43,11,533,43,22,11,13,1,8,1
43,12,534,43,17,9,14,1,8,1
43,13,535,43,14,9,16,1,8,1
43,14,536,43,25,3,18,1,8,1
43,15,537,43,5,4,6,1,8,1
43,16,538,43,11,8,22,1,8,1
43,17,539,43,16,12,21,1,8,1
43,0,540,43,26,5,15,2,8,1
43,0,541,43,27,12,20,2,8,1
43,0,542,43,19,8,19,2,8,1
43,0,543,43,15,7,8,2,8,1
43,0,544,43,24,5,17,2,8,1
44,1,545,44,8,6,2,1,9,1
44,2,546,44,4,1,3,1,9,1
44,3,547,44,1,1,1,1,9,1
44,4,548,44,9,2,5,1,9,1
44,5,549,44,13,6,4,1,9,1
44,6,550,44,2,2,9,1,9,1
44,7,551,44,5,4,7,1,9,1
44,8,552,44,21,4,8,1,9,1
44,9,553,44,22,11,14,1,9,1
44,10,554,44,18,11,18,1,9,1
44,11,555,44,14,9,12,1,9,1
44,12,556,44,3,3,17,1,9,1
44,13,557,44,25,3,13,1,9,1
44,14,558,44,11,8,21,1,9,1
44,15,559,44,27,12,22,1,9,1
44,0,560,44,24,5,16,2,9,1
44,0,561,44,15,7,10,2,9,1
44,0,562,44,19,8,19,2,9,1
44,0,563,44,26,5,15,2,9,1
44,0,564,44,23,7,6,2,9,1
44,0,565,44,16,12,20,2,9,1
44,0,566,44,17,9,11,2,9,1
45,1,567,45,4,1,2,1,20,1
45,2,568,45,13,6,3,1,20,1
45,3,569,45,17,9,6,1,20,1
45,4,570,45,25,3,12,1,20,1
45,5,571,45,14,9,20,1,20,1
45,6,572,45,2,2,4,1,20,1
45,7,573,45,9,2,5,1,20,1
45,8,574,45,5,4,7,1,20,1
45,9,575,45,1,1,10,1,20,1
45,10,576,45,21,4,13,1,20,1
45,11,577,45,22,11,14,1,20,1
45,12,578,45,19,8,15,1,20,1
45,13,579,45,15,7,8,1,20,1
45,0,580,45,8,6,1,2,20,1
45,0,581,45,11,8,16,2,20,1
45,0,582,45,23,7,9,2,20,1
45,0,583,45,28,12,22,2,20,1
45,0,584,45,18,11,17,2,20,1
45,0,585,45,16,12,21,2,20,1
45,0,586,45,3,3,11,2,20,1
45,0,587,45,26,5,18,2,20,1
45,0,588,45,24,5,19,2,20,1
46,1,589,46,1,1,1,1,11,1
46,2,590,46,8,6,3,1,11,1
46,3,591,46,2,2,2,1,11,1
46,4,592,46,4,1,6,1,11,1
46,5,593,46,9,2,7,1,11,1
46,6,594,46,23,7,5,1,11,1
46,7,595,46,3,3,4,1,11,1
46,8,596,46,5,4,11,1,11,1
46,9,597,46,17,9,9,1,11,1
46,10,598,46,15,7,8,1,11,1
46,11,599,46,14,9,10,1,11,1
46,12,600,46,21,4,13,1,11,1
46,13,601,46,13,6,14,1,11,1
46,14,602,46,25,3,12,1,11,1
46,15,603,46,11,8,19,1,11,1
46,16,604,46,20,5,20,1,11,1
46,17,605,46,16,12,21,1,11,1
46,18,606,46,22,11,18,1,11,1
46,0,607,46,24,5,16,2,11,1
46,0,608,46,19,8,15,2,11,1
46,0,609,46,18,11,17,2,11,1
46,0,610,46,29,12,22,2,11,1
47,1,611,47,13,6,1,1,5,1
47,2,612,47,8,6,3,1,5,1
47,3,613,47,4,1,4,1,5,1
