ending_position,raceId,curcuit_id,driverId,constructorId,starting_position,finish_status,train_test,resultId
7,852,13,16,10,15,1,1,21046
8,852,13,13,6,4,1,1,21047
9,852,13,808,4,10,1,1,21048
10,852,13,813,3,21,1,1,21049
11,852,13,814,10,17,1,1,21050
12,852,13,155,15,12,1,1,21051
13,852,13,811,4,7,1,1,21052
14,852,13,15,205,18,1,1,21053
15,852,13,5,205,16,1,1,21054
16,852,13,22,3,14,1,1,21055
17,852,13,816,166,20,1,1,21056
18,852,13,10,166,19,1,1,21057
19,852,13,24,164,22,1,1,21058
0,852,13,815,15,9,2,1,21059
0,852,13,817,164,23,2,1,21060
0,852,13,1,1,2,2,1,21061
0,852,13,67,5,11,2,1,21062
0,852,13,153,5,6,2,1,21063
1,853,14,20,9,1,1,1,21064
2,853,14,18,1,3,1,1,21065
3,853,14,4,6,4,1,1,21066
4,853,14,1,1,2,1,1,21067
5,853,14,30,131,8,1,1,21068
6,853,14,13,6,6,1,1,21069
7,853,14,153,5,18,1,1,21070
8,853,14,814,10,11,1,1,21071
9,853,14,811,4,10,1,1,21072
10,853,14,67,5,16,1,1,21073
11,853,14,813,3,14,1,1,21074
12,853,14,22,3,13,1,1,21075
13,853,14,5,205,20,1,1,21076
14,853,14,15,205,19,1,1,21077
15,853,14,10,166,21,1,1,21078
0,853,14,817,164,23,2,1,21079
0,853,14,815,15,15,2,1,21080
0,853,14,155,15,17,2,1,21081
0,853,14,16,10,12,2,1,21082
0,853,14,17,9,5,2,1,21083
0,853,14,816,166,22,2,1,21084
0,853,14,808,4,7,2,1,21085
0,853,14,3,131,9,2,1,21086
0,853,14,24,164,24,2,1,21087
1,854,15,20,9,1,1,1,21088
2,854,15,18,1,3,1,1,21089
3,854,15,17,9,2,1,1,21090
4,854,15,4,6,5,1,1,21091
5,854,15,1,1,4,1,1,21092
6,854,15,814,10,10,1,1,21093
7,854,15,3,131,7,1,1,21094
8,854,15,16,10,9,1,1,21095
9,854,15,13,6,6,1,1,21096
10,854,15,815,15,11,1,1,21097
11,854,15,813,3,13,1,1,21098
12,854,15,67,5,14,1,1,21099
13,854,15,22,3,12,1,1,21100
14,854,15,155,15,17,1,1,21101
15,854,15,811,4,15,1,1,21102
16,854,15,5,205,19,1,1,21103
17,854,15,808,4,18,1,1,21104
18,854,15,816,166,22,1,1,21105
19,854,15,817,164,23,1,1,21106
20,854,15,24,164,24,1,1,21107
0,854,15,153,5,16,2,1,21108
0,854,15,15,205,20,2,1,21109
0,854,15,30,131,8,2,1,21110
0,854,15,10,166,21,2,1,21111
1,855,22,18,1,2,1,1,21112
2,855,22,4,6,5,1,1,21113
3,855,22,20,9,1,1,1,21114
4,855,22,17,9,6,1,1,21115
5,855,22,1,1,3,1,1,21116
6,855,22,30,131,8,1,1,21117
7,855,22,13,6,4,1,1,21118
8,855,22,815,15,17,1,1,21119
9,855,22,808,4,10,1,1,21120
10,855,22,3,131,23,1,1,21121
11,855,22,16,10,11,1,1,21122
12,855,22,814,10,12,1,1,21123
13,855,22,155,15,7,1,1,21124
14,855,22,813,3,14,1,1,21125
15,855,22,153,5,16,1,1,21126
16,855,22,811,4,9,1,1,21127
17,855,22,22,3,13,1,1,21128
18,855,22,5,205,18,1,1,21129
19,855,22,15,205,19,1,1,21130
20,855,22,10,166,21,1,1,21131
21,855,22,816,166,20,1,1,21132
22,855,22,817,164,22,1,1,21133
23,855,22,24,164,24,1,1,21134
0,855,22,67,5,15,2,1,21135
1,856,35,20,9,2,1,1,21136
2,856,35,1,1,1,1,1,21137
3,856,35,17,9,4,1,1,21138
4,856,35,18,1,3,1,1,21139
5,856,35,4,6,6,1,1,21140
6,856,35,13,6,5,1,1,21141
7,856,35,153,5,11,1,1,21142
8,856,35,3,131,7,1,1,21143
9,856,35,67,5,13,1,1,21144
10,856,35,814,10,9,1,1,21145
11,856,35,16,10,10,1,1,21146
12,856,35,22,3,18,1,1,21147
13,856,35,811,4,15,1,1,21148
14,856,35,5,205,19,1,1,21149
15,856,35,155,15,14,1,1,21150
16,856,35,815,15,17,1,1,21151
17,856,35,15,205,20,1,1,21152
18,856,35,10,166,21,1,1,21153
19,856,35,817,164,24,1,1,21154
20,856,35,816,166,22,1,1,21155
21,856,35,24,164,23,1,1,21156
0,856,35,813,3,16,2,1,21157
0,856,35,808,4,8,2,1,21158
0,856,35,30,131,12,2,1,21159
1,857,68,20,9,1,1,1,21160
2,857,68,18,1,4,1,1,21161
3,857,68,4,6,3,1,1,21162
4,857,68,17,9,2,1,1,21163
5,857,68,30,131,11,1,1,21164
6,857,68,3,131,7,1,1,21165
7,857,68,1,1,5,1,1,21166
8,857,68,153,5,10,1,1,21167
9,857,68,16,10,8,1,1,21168
10,857,68,815,15,20,1,1,21169
11,857,68,808,4,16,1,1,21170
12,857,68,811,4,14,1,1,21171
13,857,68,814,10,12,1,1,21172
14,857,68,5,205,18,1,1,21173
15,857,68,22,3,15,1,1,21174
16,857,68,816,166,21,1,1,21175
17,857,68,39,164,24,1,1,21176
18,857,68,817,164,23,1,1,21177
19,857,68,15,205,19,1,1,21178
0,857,68,13,6,6,2,1,21179
0,857,68,67,5,9,2,1,21180
0,857,68,813,3,13,2,1,21181
0,857,68,10,166,22,2,1,21182
0,857,68,155,15,17,2,1,21183
1,858,24,1,1,2,1,1,21184
2,858,24,4,6,5,1,1,21185
3,858,24,18,1,3,1,1,21186
4,858,24,17,9,4,1,1,21187
5,858,24,13,6,6,1,1,21188
6,858,24,3,131,7,1,1,21189
7,858,24,30,131,8,1,1,21190
8,858,24,16,10,9,1,1,21191
9,858,24,814,10,10,1,1,21192
10,858,24,155,15,16,1,1,21193
11,858,24,815,15,11,1,1,21194
12,858,24,22,3,24,1,1,21195
13,858,24,808,4,12,1,1,21196
14,858,24,813,3,23,1,1,21197
15,858,24,153,5,15,1,1,21198
16,858,24,811,4,14,1,1,21199
17,858,24,5,205,17,1,1,21200
18,858,24,15,205,18,1,1,21201
19,858,24,10,166,19,1,1,21202
20,858,24,24,164,22,1,1,21203
0,858,24,817,164,20,2,1,21204
0,858,24,67,5,13,2,1,21205
0,858,24,816,166,21,2,1,21206
0,858,24,20,9,1,2,1,21207
1,859,18,17,9,2,1,1,21208
2,859,18,20,9,1,1,1,21209
3,859,18,18,1,3,1,1,21210
4,859,18,4,6,5,1,1,21211
5,859,18,13,6,7,1,1,21212
6,859,18,16,10,8,1,1,21213
7,859,18,3,131,6,1,1,21214
8,859,18,814,10,11,1,1,21215
9,859,18,155,15,16,1,1,21216
10,859,18,808,4,15,1,1,21217
11,859,18,153,5,13,1,1,21218
12,859,18,67,5,14,1,1,21219
13,859,18,815,15,17,1,1,21220
14,859,18,22,3,12,1,1,21221
15,859,18,30,131,10,1,1,21222
16,859,18,5,205,19,1,1,21223
17,859,18,811,4,9,1,1,21224
18,859,18,15,205,20,1,1,21225
19,859,18,816,166,23,1,1,21226
20,859,18,817,164,22,1,1,21227
0,859,18,24,164,21,2,1,21228
0,859,18,1,1,4,2,1,21229
0,859,18,813,3,18,2,1,21230
0,859,18,10,166,24,2,1,21231
1,860,1,18,1,2,1,1,21232
2,860,1,20,9,6,1,1,21233
3,860,1,1,1,1,1,1,21234
4,860,1,17,9,5,1,1,21235
5,860,1,4,6,12,1,1,21236
6,860,1,155,15,13,1,1,21237
7,860,1,8,208,17,1,1,21238
8,860,1,815,15,22,1,1,21239
9,860,1,817,5,10,1,1,21240
10,860,1,814,10,15,1,1,21241
11,860,1,818,5,11,1,1,21242
12,860,1,3,131,7,1,1,21243
0,860,1,813,3,8,2,1,21244
14,860,1,10,206,20,1,1,21245
15,860,1,819,206,21,1,1,21246
0,860,1,811,3,14,2,1,21247
0,860,1,13,6,16,2,1,21248
0,860,1,5,207,18,2,1,21249
0,860,1,808,207,19,2,1,21250
0,860,1,30,131,4,2,1,21251
0,860,1,154,208,3,2,1,21252
0,860,1,807,10,9,2,1,21253
0,860,1,37,164,0,2,1,21254
0,860,1,39,164,0,2,1,21255
1,861,2,4,6,8,1,1,21256
2,861,2,815,15,9,1,1,21257
3,861,2,1,1,1,1,1,21258
4,861,2,17,9,4,1,1,21259
5,861,2,8,208,10,1,1,21260
6,861,2,811,3,13,1,1,21261
7,861,2,814,10,14,1,1,21262
8,861,2,818,5,18,1,1,21263
9,861,2,807,10,16,1,1,21264
10,861,2,30,131,3,1,1,21265
11,861,2,20,9,5,1,1,21266
12,861,2,817,5,15,1,1,21267
13,861,2,3,131,7,1,1,21268
14,861,2,18,1,2,1,1,21269
15,861,2,13,6,12,1,1,21270
16,861,2,808,207,19,1,1,21271
17,861,2,10,206,20,1,1,21272
18,861,2,5,207,24,1,1,21273
0,861,2,813,3,11,2,1,21274
20,861,2,819,206,21,1,1,21275
21,861,2,39,164,23,1,1,21276
22,861,2,37,164,22,1,1,21277
0,861,2,155,15,17,2,1,21278
0,861,2,154,208,6,2,1,21279
1,862,17,3,131,1,1,1,21280
2,862,17,18,1,5,1,1,21281
3,862,17,1,1,7,1,1,21282
4,862,17,17,9,6,1,1,21283
5,862,17,20,9,11,1,1,21284
6,862,17,154,208,10,1,1,21285
7,862,17,811,3,14,1,1,21286
8,862,17,813,3,13,1,1,21287
9,862,17,4,6,9,1,1,21288
10,862,17,155,15,3,1,1,21289
11,862,17,815,15,8,1,1,21290
12,862,17,814,10,15,1,1,21291
13,862,17,13,6,12,1,1,21292
14,862,17,8,208,4,1,1,21293
15,862,17,807,10,16,1,1,21294
16,862,17,818,5,24,1,1,21295
17,862,17,817,5,17,1,1,21296
18,862,17,808,207,19,1,1,21297
19,862,17,10,206,20,1,1,21298
20,862,17,819,206,21,1,1,21299
21,862,17,37,164,22,1,1,21300
22,862,17,39,164,23,1,1,21301
23,862,17,5,207,18,1,1,21302
0,862,17,30,131,2,2,1,21303
1,863,3,20,9,1,1,1,21304
2,863,3,8,208,11,1,1,21305
3,863,3,154,208,7,1,1,21306
4,863,3,17,9,3,1,1,21307
5,863,3,3,131,5,1,1,21308
6,863,3,814,10,10,1,1,21309
7,863,3,4,6,9,1,1,21310
8,863,3,1,1,2,1,1,21311
9,863,3,13,6,14,1,1,21312
10,863,3,30,131,22,1,1,21313
11,863,3,815,15,8,1,1,21314
12,863,3,807,10,13,1,1,21315
13,863,3,155,15,12,1,1,21316
14,863,3,818,5,17,1,1,21317
15,863,3,817,5,6,1,1,21318
16,863,3,808,207,18,1,1,21319
17,863,3,5,207,16,1,1,21320
0,863,3,18,1,4,2,1,21321
19,863,3,10,206,23,1,1,21322
20,863,3,37,164,20,1,1,21323
21,863,3,39,164,24,1,1,21324
0,863,3,811,3,15,2,1,21325
0,863,3,813,3,21,2,1,21326
0,863,3,819,206,19,2,1,21327
1,864,4,813,3,1,1,1,21328
2,864,4,4,6,2,1,1,21329
3,864,4,8,208,4,1,1,21330
4,864,4,154,208,3,1,1,21331
5,864,4,155,15,9,1,1,21332
6,864,4,20,9,7,1,1,21333
7,864,4,3,131,6,1,1,21334
8,864,4,1,1,24,1,1,21335
9,864,4,18,1,10,1,1,21336
10,864,4,807,10,13,1,1,21337
11,864,4,17,9,11,1,1,21338
12,864,4,818,5,14,1,1,21339
13,864,4,817,5,15,1,1,21340
14,864,4,814,10,12,1,1,21341
15,864,4,13,6,16,1,1,21342
16,864,4,5,207,19,1,1,21343
17,864,4,808,207,18,1,1,21344
18,864,4,10,206,21,1,1,21345
19,864,4,37,164,22,1,1,21346
0,864,4,815,15,5,2,1,21347
0,864,4,819,206,20,2,1,21348
0,864,4,39,164,23,2,1,21349
0,864,4,811,3,17,2,1,21350
0,864,4,30,131,8,2,1,21351
1,865,6,17,9,1,1,1,21352
2,865,6,3,131,2,1,1,21353
3,865,6,4,6,5,1,1,21354
4,865,6,20,9,9,1,1,21355
5,865,6,1,1,3,1,1,21356
6,865,6,13,6,7,1,1,21357
7,865,6,814,10,14,1,1,21358
8,865,6,807,10,10,1,1,21359
9,865,6,8,208,8,1,1,21360
10,865,6,811,3,13,1,1,21361
11,865,6,815,15,23,1,1,21362
12,865,6,818,5,16,1,1,21363
13,865,6,5,207,17,1,1,21364
14,865,6,10,206,19,1,1,21365
15,865,6,39,164,22,1,1,21366
0,865,6,18,1,12,2,1,21367
0,865,6,817,5,15,2,1,21368
0,865,6,819,206,21,2,1,21369
0,865,6,30,131,6,2,1,21370
0,865,6,808,207,18,2,1,21371
0,865,6,155,15,11,2,1,21372
0,865,6,37,164,20,2,1,21373
0,865,6,813,3,24,2,1,21374
0,865,6,154,208,4,2,1,21375
1,866,7,1,1,2,1,1,21376
2,866,7,154,208,7,1,1,21377
3,866,7,815,15,15,1,1,21378
4,866,7,20,9,1,1,1,21379
5,866,7,4,6,3,1,1,21380
6,866,7,3,131,5,1,1,21381
7,866,7,17,9,4,1,1,21382
8,866,7,8,208,12,1,1,21383
9,866,7,155,15,11,1,1,21384
10,866,7,13,6,6,1,1,21385
11,866,7,814,10,8,1,1,21386
12,866,7,807,10,13,1,1,21387
13,866,7,813,3,22,1,1,21388
14,866,7,817,5,14,1,1,21389
15,866,7,818,5,19,1,1,21390
16,866,7,18,1,10,1,1,21391
17,866,7,811,3,16,1,1,21392
18,866,7,5,207,17,1,1,21393
19,866,7,808,207,18,1,1,21394
20,866,7,819,206,23,1,1,21395
0,866,7,10,206,21,2,1,21396
0,866,7,30,131,9,2,1,21397
0,866,7,37,164,20,2,1,21398
0,866,7,39,164,24,2,1,21399
1,867,12,4,6,11,1,1,21400
2,867,12,8,208,5,1,1,21401
3,867,12,30,131,12,1,1,21402
4,867,12,17,9,19,1,1,21403
5,867,12,807,10,8,1,1,21404
6,867,12,3,131,6,1,1,21405
7,867,12,814,10,10,1,1,21406
8,867,12,18,1,9,1,1,21407
9,867,12,815,15,15,1,1,21408
10,867,12,811,3,14,1,1,21409
11,867,12,817,5,17,1,1,21410
12,867,12,813,3,3,1,1,21411
13,867,12,808,207,20,1,1,21412
14,867,12,5,207,16,1,1,21413
15,867,12,819,206,23,1,1,21414
16,867,12,13,6,13,1,1,21415
17,867,12,37,164,21,1,1,21416
18,867,12,39,164,22,1,1,21417
0,867,12,1,1,2,2,1,21418
0,867,12,154,208,4,2,1,21419
0,867,12,20,9,1,2,1,21420
0,867,12,155,15,7,2,1,21421
0,867,12,818,5,18,2,1,21422
0,867,12,10,206,0,2,1,21423
1,868,9,17,9,2,1,1,21424
2,868,9,4,6,1,1,1,21425
3,868,9,20,9,4,1,1,21426
4,868,9,13,6,5,1,1,21427
5,868,9,8,208,6,1,1,21428
6,868,9,154,208,9,1,1,21429
7,868,9,30,131,3,1,1,21430
8,868,9,1,1,8,1,1,21431
9,868,9,811,3,13,1,1,21432
10,868,9,18,1,16,1,1,21433
11,868,9,155,15,17,1,1,21434
12,868,9,807,10,14,1,1,21435
13,868,9,817,5,12,1,1,21436
14,868,9,818,5,23,1,1,21437
15,868,9,3,131,11,1,1,21438
16,868,9,813,3,7,1,1,21439
17,868,9,5,207,19,1,1,21440
18,868,9,10,206,20,1,1,21441
19,868,9,819,206,24,1,1,21442
20,868,9,37,164,21,1,1,21443
21,868,9,39,164,22,1,1,21444
0,868,9,815,15,15,2,1,21445
0,868,9,814,10,10,2,1,21446
0,868,9,808,207,18,2,1,21447
1,869,10,4,6,1,1,1,21448
2,869,10,18,1,6,1,1,21449
3,869,10,8,208,10,1,1,21450
4,869,10,155,15,12,1,1,21451
5,869,10,20,9,2,1,1,21452
6,869,10,815,15,17,1,1,21453
7,869,10,30,131,3,1,1,21454
8,869,10,17,9,8,1,1,21455
9,869,10,807,10,4,1,1,21456
10,869,10,3,131,21,1,1,21457
11,869,10,814,10,9,1,1,21458
12,869,10,13,6,13,1,1,21459
13,869,10,817,5,11,1,1,21460
14,869,10,818,5,15,1,1,21461
15,869,10,813,3,5,1,1,21462
16,869,10,808,207,18,1,1,21463
17,869,10,811,3,14,1,1,21464
18,869,10,154,208,19,1,1,21465
19,869,10,5,207,16,1,1,21466
20,869,10,819,206,20,1,1,21467
21,869,10,37,164,23,1,1,21468
22,869,10,10,206,22,1,1,21469
23,869,10,39,164,24,1,1,21470
0,869,10,1,1,7,2,1,21471
1,870,11,1,1,1,1,1,21472
2,870,11,8,208,5,1,1,21473
3,870,11,154,208,2,1,1,21474
4,870,11,20,9,3,1,1,21475
5,870,11,4,6,6,1,1,21476
6,870,11,18,1,4,1,1,21477
7,870,11,811,3,9,1,1,21478
8,870,11,17,9,11,1,1,21479
9,870,11,13,6,7,1,1,21480
10,870,11,3,131,13,1,1,21481
11,870,11,807,10,10,1,1,21482
12,870,11,814,10,12,1,1,21483
13,870,11,813,3,8,1,1,21484
14,870,11,815,15,14,1,1,21485
15,870,11,817,5,18,1,1,21486
16,870,11,818,5,16,1,1,21487
17,870,11,5,207,19,1,1,21488
18,870,11,155,15,15,1,1,21489
19,870,11,808,207,20,1,1,21490
20,870,11,819,206,21,1,1,21491
21,870,11,10,206,22,1,1,21492
22,870,11,37,164,23,1,1,21493
0,870,11,39,164,24,2,1,21494
0,870,11,30,131,17,2,1,21495
1,871,13,18,1,1,1,1,21496
2,871,13,20,9,10,1,1,21497
3,871,13,8,208,3,1,1,21498
4,871,13,807,10,11,1,1,21499
5,871,13,13,6,14,1,1,21500
6,871,13,17,9,12,1,1,21501
7,871,13,30,131,13,1,1,21502
8,871,13,818,5,15,1,1,21503
9,871,13,817,5,16,1,1,21504
10,871,13,814,10,9,1,1,21505
11,871,13,3,131,23,1,1,21506
12,871,13,811,3,17,1,1,21507
13,871,13,155,15,2,1,1,21508
14,871,13,808,207,19,1,1,21509
15,871,13,10,206,20,1,1,21510
16,871,13,819,206,22,1,1,21511
17,871,13,5,207,18,1,1,21512
18,871,13,37,164,21,1,1,21513
0,871,13,39,164,24,2,1,21514
0,871,13,813,3,6,2,1,21515
0,871,13,815,15,4,2,1,21516
0,871,13,4,6,5,2,1,21517
0,871,13,1,1,7,2,1,21518
0,871,13,154,208,8,2,1,21519
1,872,14,1,1,1,1,1,21520
2,872,14,815,15,12,1,1,21521
3,872,14,4,6,10,1,1,21522
4,872,14,13,6,3,1,1,21523
5,872,14,8,208,7,1,1,21524
6,872,14,30,131,4,1,1,21525
7,872,14,3,131,6,1,1,21526
8,872,14,814,10,9,1,1,21527
9,872,14,155,15,8,1,1,21528
10,872,14,811,3,13,1,1,21529
11,872,14,813,3,22,1,1,21530
12,872,14,817,5,14,1,1,21531
13,872,14,816,208,15,1,1,21532
14,872,14,5,207,17,1,1,21533
15,872,14,808,207,18,1,1,21534
16,872,14,819,206,20,1,1,21535
17,872,14,10,206,19,1,1,21536
18,872,14,37,164,23,1,1,21537
19,872,14,39,164,21,1,1,21538
0,872,14,17,9,11,2,1,21539
0,872,14,807,10,24,2,1,21540
0,872,14,20,9,5,2,1,21541
0,872,14,18,1,2,2,1,21542
0,872,14,818,5,16,2,1,21543
1,873,15,20,9,3,1,1,21544
2,873,15,18,1,4,1,1,21545
3,873,15,4,6,5,1,1,21546
4,873,15,814,10,6,1,1,21547
5,873,15,3,131,10,1,1,21548
6,873,15,8,208,12,1,1,21549
7,873,15,154,208,8,1,1,21550
8,873,15,13,6,13,1,1,21551
9,873,15,817,5,15,1,1,21552
10,873,15,815,15,14,1,1,21553
11,873,15,17,9,7,1,1,21554
12,873,15,10,206,20,1,1,21555
13,873,15,155,15,17,1,1,21556
14,873,15,807,10,11,1,1,21557
15,873,15,5,207,19,1,1,21558
16,873,15,819,206,21,1,1,21559
17,873,15,37,164,24,1,1,21560
0,873,15,811,3,22,2,1,21561
19,873,15,808,207,18,1,1,21562
0,873,15,818,5,16,2,1,21563
0,873,15,30,131,9,2,1,21564
0,873,15,813,3,2,2,1,21565
0,873,15,39,164,23,2,1,21566
0,873,15,1,1,1,2,1,21567
1,874,22,20,9,1,1,1,21568
2,874,22,13,6,10,1,1,21569
3,874,22,155,15,3,1,1,21570
4,874,22,18,1,8,1,1,21571
5,874,22,1,1,9,1,1,21572
6,874,22,8,208,7,1,1,21573
7,874,22,807,10,15,1,1,21574
8,874,22,813,3,12,1,1,21575
9,874,22,17,9,2,1,1,21576
10,874,22,817,5,14,1,1,21577
11,874,22,30,131,23,1,1,21578
12,874,22,814,10,11,1,1,21579
13,874,22,818,5,19,1,1,21580
14,874,22,811,3,16,1,1,21581
15,874,22,5,207,17,1,1,21582
16,874,22,10,206,18,1,1,21583
17,874,22,808,207,22,1,1,21584
18,874,22,37,164,20,1,1,21585
19,874,22,154,208,4,1,1,21586
0,874,22,819,206,21,2,1,21587
0,874,22,39,164,24,2,1,21588
0,874,22,815,15,5,2,1,21589
0,874,22,4,6,6,2,1,21590
0,874,22,3,131,13,2,1,21591
1,875,35,20,9,2,1,1,21592
2,875,35,17,9,1,1,1,21593
3,875,35,4,6,4,1,1,21594
4,875,35,13,6,6,1,1,21595
5,875,35,8,208,5,1,1,21596
6,875,35,807,10,8,1,1,21597
7,875,35,154,208,7,1,1,21598
8,875,35,818,5,16,1,1,21599
9,875,35,817,5,21,1,1,21600
10,875,35,1,1,3,1,1,21601
11,875,35,815,15,12,1,1,21602
12,875,35,814,10,14,1,1,21603
13,875,35,30,131,10,1,1,21604
14,875,35,813,3,15,1,1,21605
15,875,35,811,3,17,1,1,21606
16,875,35,808,207,18,1,1,21607
17,875,35,5,207,19,1,1,21608
18,875,35,10,206,20,1,1,21609
19,875,35,819,206,24,1,1,21610
20,875,35,39,164,23,1,1,21611
0,875,35,37,164,22,2,1,21612
0,875,35,155,15,13,2,1,21613
0,875,35,3,131,9,2,1,21614
0,875,35,18,1,11,2,1,21615
1,876,68,20,9,1,1,1,21616
2,876,68,4,6,5,1,1,21617
3,876,68,17,9,2,1,1,21618
4,876,68,1,1,3,1,1,21619
5,876,68,18,1,4,1,1,21620
6,876,68,13,6,6,1,1,21621
7,876,68,8,208,7,1,1,21622
8,876,68,807,10,12,1,1,21623
9,876,68,154,208,11,1,1,21624
10,876,68,811,3,13,1,1,21625
11,876,68,3,131,10,1,1,21626
12,876,68,814,10,16,1,1,21627
13,876,68,817,5,15,1,1,21628
14,876,68,155,15,17,1,1,21629
15,876,68,818,5,18,1,1,21630
16,876,68,813,3,9,1,1,21631
17,876,68,808,207,19,1,1,21632
18,876,68,5,207,20,1,1,21633
19,876,68,819,206,24,1,1,21634
20,876,68,10,206,21,1,1,21635
21,876,68,39,164,23,1,1,21636
0,876,68,30,131,14,2,1,21637
0,876,68,37,164,22,2,1,21638
0,876,68,815,15,8,2,1,21639
1,877,24,8,208,4,1,1,21640
2,877,24,4,6,6,1,1,21641
3,877,24,20,9,24,1,1,21642
4,877,24,18,1,5,1,1,21643
5,877,24,813,3,3,1,1,21644
6,877,24,155,15,15,1,1,21645
7,877,24,13,6,8,1,1,21646
8,877,24,811,3,14,1,1,21647
9,877,24,814,10,12,1,1,21648
10,877,24,817,5,16,1,1,21649
11,877,24,30,131,13,1,1,21650
12,877,24,818,5,17,1,1,21651
13,877,24,5,207,18,1,1,21652
14,877,24,10,206,21,1,1,21653
15,877,24,815,15,11,1,1,21654
16,877,24,808,207,20,1,1,21655
17,877,24,37,164,22,1,1,21656
0,877,24,819,206,19,2,1,21657
0,877,24,154,208,9,2,1,21658
0,877,24,17,9,2,2,1,21659
0,877,24,1,1,1,2,1,21660
0,877,24,39,164,23,2,1,21661
0,877,24,3,131,7,2,1,21662
0,877,24,807,10,10,2,1,21663
1,878,69,1,1,2,1,1,21664
2,878,69,20,9,1,1,1,21665
3,878,69,4,6,7,1,1,21666
4,878,69,13,6,11,1,1,21667
5,878,69,18,1,12,1,1,21668
6,878,69,8,208,4,1,1,21669
7,878,69,154,208,8,1,1,21670
8,878,69,807,10,6,1,1,21671
9,878,69,813,3,9,1,1,21672
10,878,69,811,3,10,1,1,21673
11,878,69,815,15,15,1,1,21674
12,878,69,817,5,18,1,1,21675
13,878,69,3,131,17,1,1,21676
14,878,69,155,15,16,1,1,21677
15,878,69,814,10,13,1,1,21678
16,878,69,30,131,5,1,1,21679
17,878,69,808,207,21,1,1,21680
18,878,69,5,207,22,1,1,21681
19,878,69,10,206,19,1,1,21682
20,878,69,819,206,20,1,1,21683
21,878,69,37,164,23,1,1,21684
22,878,69,39,164,24,1,1,21685
0,878,69,17,9,3,2,1,21686
0,878,69,818,5,14,2,1,21687
1,879,18,18,1,2,1,1,21688
2,879,18,4,6,7,1,1,21689
3,879,18,13,6,5,1,1,21690
4,879,18,17,9,3,1,1,21691
5,879,18,807,10,6,1,1,21692
6,879,18,20,9,4,1,1,21693
7,879,18,30,131,13,1,1,21694
8,879,18,818,5,17,1,1,21695
9,879,18,155,15,14,1,1,21696
10,879,18,8,208,8,1,1,21697
11,879,18,808,207,19,1,1,21698
12,879,18,819,206,22,1,1,21699
13,879,18,817,5,15,1,1,21700
14,879,18,5,207,20,1,1,21701
15,879,18,3,131,9,1,1,21702
16,879,18,10,206,21,1,1,21703
17,879,18,37,164,24,1,1,21704
18,879,18,39,164,23,1,1,21705
0,879,18,814,10,10,2,1,21706
0,879,18,1,1,1,2,1,21707
0,879,18,154,208,18,2,1,21708
0,879,18,813,3,16,2,1,21709
0,879,18,811,3,11,2,1,21710
0,879,18,815,15,12,2,1,21711
1,880,1,8,208,7,1,1,21712
2,880,1,4,6,5,1,1,21713
3,880,1,20,9,1,1,1,21714
4,880,1,13,6,4,1,1,21715
5,880,1,1,131,3,1,1,21716
6,880,1,17,9,2,1,1,21717
7,880,1,16,10,12,1,1,21718
8,880,1,814,10,9,1,1,21719
9,880,1,18,1,10,1,1,21720
10,880,1,154,208,8,1,1,21721
11,880,1,815,1,15,1,1,21722
12,880,1,818,5,13,1,1,21723
13,880,1,821,15,18,1,1,21724
14,880,1,822,3,16,1,1,21725
15,880,1,824,206,19,1,1,21726
16,880,1,819,207,22,1,1,21727
17,880,1,820,206,20,1,1,21728
18,880,1,823,207,21,1,1,21729
0,880,1,817,5,14,2,1,21730
0,880,1,3,131,6,2,1,21731
0,880,1,813,3,17,2,1,21732
0,880,1,807,15,11,2,1,21733
1,881,2,20,9,1,1,1,21734
2,881,2,17,9,5,1,1,21735
3,881,2,1,131,4,1,1,21736
4,881,2,3,131,6,1,1,21737
5,881,2,13,6,2,1,1,21738
6,881,2,154,208,11,1,1,21739
7,881,2,8,208,10,1,1,21740
8,881,2,807,15,12,1,1,21741
9,881,2,815,1,9,1,1,21742
10,881,2,818,5,17,1,1,21743
11,881,2,822,3,18,1,1,21744
12,881,2,821,15,14,1,1,21745
13,881,2,824,206,19,1,1,21746
14,881,2,819,207,20,1,1,21747
15,881,2,823,207,22,1,1,21748
16,881,2,820,206,21,1,1,21749
0,881,2,18,1,7,2,1,21750
0,881,2,817,5,13,2,1,21751
0,881,2,813,3,16,2,1,21752
0,881,2,16,10,8,2,1,21753
0,881,2,814,10,15,2,1,21754
0,881,2,4,6,3,2,1,21755
1,882,17,4,6,3,1,1,21756
2,882,17,8,208,2,1,1,21757
3,882,17,1,131,1,1,1,21758
4,882,17,20,9,9,1,1,21759
5,882,17,18,1,8,1,1,21760
6,882,17,13,6,5,1,1,21761
7,882,17,817,5,7,1,1,21762
8,882,17,814,10,11,1,1,21763
9,882,17,154,208,6,1,1,21764
10,882,17,807,15,10,1,1,21765
11,882,17,815,1,12,1,1,21766
12,882,17,818,5,15,1,1,21767
13,882,17,822,3,16,1,1,21768
14,882,17,813,3,14,1,1,21769
15,882,17,824,206,18,1,1,21770
16,882,17,819,207,20,1,1,21771
17,882,17,820,206,19,1,1,21772
18,882,17,823,207,21,1,1,21773
0,882,17,3,131,4,2,1,21774
0,882,17,17,9,22,2,1,21775
0,882,17,16,10,13,2,1,21776
0,882,17,821,15,17,2,1,21777
1,883,3,20,9,2,1,1,21778
2,883,3,8,208,8,1,1,21779
