Row Labels,Sum of proba_1
1010,0.9030328
1011,0.814429976
1012,0.951217904
1013,3.083406115
1014,0.873850254
1015,1.424697521
1016,0.869666897
1017,0.966569391
1018,1.354370408
1019,1.158940094
1020,1.193659118
1021,0.863310937
1022,0.915630944
1023,0.990787618
1024,0.906806803
1025,0.655832763
1026,1.00163557
1027,0.65146641
1028,0.788005727
1029,1.067029735
1030,1.06368458
Grand Total,22.49803157
