,raceId,round,circuitId,driverId,Prediction,Actual,proba_1,Win,podium,proba_1_max,winner,top2,top3
0,1010,1,1,822,0,1,0.027365784720725938,1,1,0.07287579465074197,0,0,0
1,1010,1,1,1,0,0,0.07287579465074197,0,2,0.07287579465074197,0,1,1
2,1010,1,1,830,0,0,0.06021838501709337,0,3,0.07287579465074197,0,0,0
3,1010,1,1,20,0,0,0.06128000836131571,0,0,0.07287579465074197,0,0,0
4,1010,1,1,844,0,0,0.06040218451037959,0,0,0.07287579465074197,0,0,0
5,1010,1,1,825,0,0,0.00915872289863174,0,0,0.07287579465074197,0,0,0
6,1010,1,1,807,0,0,0.06082538883009005,0,0,0.07287579465074197,0,0,0
7,1010,1,1,8,0,0,0.03654920200374627,0,0,0.07287579465074197,0,0,0
8,1010,1,1,840,0,0,0.006886106746530082,0,0,0.07287579465074197,0,0,0
9,1010,1,1,826,0,0,0.05597488222182314,0,0,0.07287579465074197,0,0,0
10,1010,1,1,842,0,0,0.05174296830780929,0,0,0.07287579465074197,0,0,0
11,1010,1,1,846,0,0,0.060942054746608874,0,0,0.07287579465074197,0,0,0
12,1010,1,1,815,0,0,0.007273129965918821,0,0,0.07287579465074197,0,0,0
13,1010,1,1,848,0,0,0.05827243815504619,0,0,0.07287579465074197,0,0,0
14,1010,1,1,841,0,0,0.03508867925765539,0,0,0.07287579465074197,0,0,0
15,1010,1,1,847,0,0,0.051597569086207856,0,0,0.07287579465074197,0,0,0
16,1010,1,1,9,0,0,0.044564067168164266,0,0,0.07287579465074197,0,0,0
17,1010,1,1,154,0,0,0.01951057100759356,0,0,0.07287579465074197,0,0,0
18,1010,1,1,817,0,0,0.05984135403110156,0,0,0.07287579465074197,0,0,0
19,1010,1,1,832,0,0,0.05370943630987566,0,0,0.07287579465074197,0,0,0
20,1011,2,3,1,0,1,0.053345979396044595,1,1,0.06079842400941471,0,0,0
21,1011,2,3,822,0,0,0.020054257771110952,0,2,0.06079842400941471,0,0,0
22,1011,2,3,844,0,0,0.03992622186225421,0,3,0.06079842400941471,0,0,0
23,1011,2,3,830,0,0,0.03960433318278814,0,0,0.06079842400941471,0,0,0
24,1011,2,3,20,0,0,0.06079842400941471,0,0,0.06079842400941471,0,0,0
25,1011,2,3,846,0,0,0.04326074252764379,0,0,0.06079842400941471,0,0,0
26,1011,2,3,8,0,0,0.04721514487983305,0,0,0.06079842400941471,0,0,0
27,1011,2,3,842,0,0,0.04466157517847948,0,0,0.06079842400941471,0,0,0
28,1011,2,3,848,0,0,0.044881145645604616,0,0,0.06079842400941471,0,0,0
29,1011,2,3,815,0,0,0.015085513495650626,0,0,0.06079842400941471,0,0,0
30,1011,2,3,841,0,0,0.03376478028564931,0,0,0.06079842400941471,0,0,0
31,1011,2,3,826,0,0,0.04739775709124477,0,0,0.06079842400941471,0,0,0
32,1011,2,3,825,0,0,0.01679999524032816,0,0,0.06079842400941471,0,0,0
33,1011,2,3,840,0,0,0.016788101541525834,0,0,0.06079842400941471,0,0,0
34,1011,2,3,847,0,0,0.049021672004381525,0,0,0.06079842400941471,0,0,0
35,1011,2,3,9,0,0,0.060061071998474456,0,0,0.06079842400941471,0,0,0
36,1011,2,3,807,0,0,0.04891459918883054,0,0,0.06079842400941471,0,0,0
37,1011,2,3,817,0,0,0.043838408749682645,0,0,0.06079842400941471,0,0,0
38,1011,2,3,832,0,0,0.04187109739477957,0,0,0.06079842400941471,0,0,0
39,1011,2,3,154,0,0,0.02787747636054993,0,0,0.06079842400941471,0,0,0
40,1012,3,17,1,0,1,0.13465098979042986,1,1,0.13465098979042986,1,1,1
41,1012,3,17,822,0,0,0.059020350878984496,0,2,0.13465098979042986,0,0,0
42,1012,3,17,20,0,0,0.05410238202337044,0,3,0.13465098979042986,0,0,0
43,1012,3,17,830,0,0,0.06082530183404558,0,0,0.13465098979042986,0,0,0
44,1012,3,17,844,0,0,0.06118895832174208,0,0,0.13465098979042986,0,0,0
45,1012,3,17,842,0,0,0.06027809354141808,0,0,0.13465098979042986,0,0,0
46,1012,3,17,817,0,0,0.060149981794642614,0,0,0.13465098979042986,0,0,0
47,1012,3,17,815,0,0,0.004202500495944589,0,0,0.13465098979042986,0,0,0
48,1012,3,17,8,0,0,0.0191116279923699,0,0,0.13465098979042986,0,0,0
49,1012,3,17,848,0,0,0.06172266913610761,0,0,0.13465098979042986,0,0,0
50,1012,3,17,154,0,0,0.0063137789735042546,0,0,0.13465098979042986,0,0,0
51,1012,3,17,840,0,0,0.003643151878314316,0,0,0.13465098979042986,0,0,0
52,1012,3,17,825,0,0,0.0061967457454419304,0,0,0.13465098979042986,0,0,0
53,1012,3,17,832,0,0,0.06019285152250837,0,0,0.13465098979042986,0,0,0
54,1012,3,17,841,0,0,0.02983625448750341,0,0,0.13465098979042986,0,0,0
55,1012,3,17,847,0,0,0.05655812575835107,0,0,0.13465098979042986,0,0,0
56,1012,3,17,9,0,0,0.032816149282668565,0,0,0.13465098979042986,0,0,0
57,1012,3,17,846,0,0,0.059643964987759916,0,0,0.13465098979042986,0,0,0
58,1012,3,17,826,0,0,0.060577501262551785,0,0,0.13465098979042986,0,0,0
59,1012,3,17,807,0,0,0.05960098359695004,0,0,0.13465098979042986,0,0,0
60,1013,4,73,822,0,1,0.7670960688758981,1,1,0.8407504106923215,0,0,0
61,1013,4,73,1,0,0,0.8407504106923215,0,2,0.8407504106923215,0,1,1
62,1013,4,73,20,0,0,0.03587658544250491,0,3,0.8407504106923215,0,0,0
63,1013,4,73,830,0,0,0.06314211110267264,0,0,0.8407504106923215,0,0,0
64,1013,4,73,844,0,0,0.04725310795298109,0,0,0.8407504106923215,0,0,0
65,1013,4,73,815,0,0,0.5,0,0,0.8407504106923215,0,0,0
66,1013,4,73,832,0,0,0.03920367397509696,0,0,0.8407504106923215,0,0,0
67,1013,4,73,846,0,0,0.04446263235020333,0,0,0.8407504106923215,0,0,0
68,1013,4,73,840,0,0,0.06956796213582987,0,0,0.8407504106923215,0,0,0
69,1013,4,73,8,0,0,0.3910075400803666,0,0,0.8407504106923215,0,0,0
70,1013,4,73,848,0,0,0.03969549609708191,0,0,0.8407504106923215,0,0,0
71,1013,4,73,841,0,0,0.04175420329945281,0,0,0.8407504106923215,0,0,0
72,1013,4,73,825,0,0,0.09006289845986862,0,0,0.8407504106923215,0,0,0
73,1013,4,73,807,0,0,0.03072085523159239,0,0,0.8407504106923215,0,0,0
74,1013,4,73,847,0,0,0.03280293833187047,0,0,0.8407504106923215,0,0,0
75,1013,4,73,9,0,0,0.059742086052277835,0,0,0.8407504106923215,0,0,0
76,1013,4,73,842,0,0,0.08217575423380884,0,0,0.8407504106923215,0,0,0
77,1013,4,73,154,0,0,0.02112259108150509,0,0,0.8407504106923215,0,0,0
78,1013,4,73,826,0,0,0.05096957423542483,0,0,0.8407504106923215,0,0,0
79,1013,4,73,817,0,0,0.038473358259451626,0,0,0.8407504106923215,0,0,0
80,1014,5,4,1,0,1,0.08134370214693418,1,1,0.08134370214693418,1,1,1
81,1014,5,4,822,0,0,0.03173639002495506,0,2,0.08134370214693418,0,0,0
82,1014,5,4,830,0,0,0.06024714627831183,0,3,0.08134370214693418,0,0,0
83,1014,5,4,20,0,0,0.059460580827370914,0,0,0.08134370214693418,0,0,0
84,1014,5,4,844,0,0,0.05992485734079157,0,0,0.08134370214693418,0,0,0
85,1014,5,4,842,0,0,0.060789493692250965,0,0,0.08134370214693418,0,0,0
86,1014,5,4,825,0,0,0.004554743808740579,0,0,0.08134370214693418,0,0,0
87,1014,5,4,832,0,0,0.058594943053954684,0,0,0.08134370214693418,0,0,0
88,1014,5,4,826,0,0,0.05947066366788709,0,0,0.08134370214693418,0,0,0
89,1014,5,4,154,0,0,0.010526619382429837,0,0,0.08134370214693418,0,0,0
90,1014,5,4,848,0,0,0.05760905858343982,0,0,0.08134370214693418,0,0,0
91,1014,5,4,817,0,0,0.05572292513786109,0,0,0.08134370214693418,0,0,0
92,1014,5,4,807,0,0,0.06417259318134222,0,0,0.08134370214693418,0,0,0
93,1014,5,4,8,0,0,0.020680490562689103,0,0,0.08134370214693418,0,0,0
94,1014,5,4,815,0,0,0.002947947090423183,0,0,0.08134370214693418,0,0,0
95,1014,5,4,841,0,0,0.026654805212194366,0,0,0.08134370214693418,0,0,0
96,1014,5,4,847,0,0,0.04953746648547236,0,0,0.08134370214693418,0,0,0
97,1014,5,4,9,0,0,0.039701063097502584,0,0,0.08134370214693418,0,0,0
98,1014,5,4,840,0,0,0.003133551323653617,0,0,0.08134370214693418,0,0,0
99,1014,5,4,846,0,0,0.06056979208930292,0,0,0.08134370214693418,0,0,0
100,1015,6,6,1,0,1,0.7543016207660495,1,1,0.7543016207660495,1,1,1
101,1015,6,6,20,0,0,0.05853091901195035,0,2,0.7543016207660495,0,0,0
102,1015,6,6,822,0,0,0.0679353776534149,0,3,0.7543016207660495,0,0,0
103,1015,6,6,830,0,0,0.04892672292969854,0,0,0.7543016207660495,0,0,0
104,1015,6,6,842,0,0,0.04152243147381342,0,0,0.7543016207660495,0,0,0
105,1015,6,6,832,0,0,0.038677674050294646,0,0,0.7543016207660495,0,0,0
106,1015,6,6,826,0,0,0.04150636602972676,0,0,0.7543016207660495,0,0,0
107,1015,6,6,848,0,0,0.03883154607003097,0,0,0.7543016207660495,0,0,0
108,1015,6,6,817,0,0,0.04226869447974997,0,0,0.7543016207660495,0,0,0
109,1015,6,6,154,0,0,0.03316897479144856,0,0,0.7543016207660495,0,0,0
110,1015,6,6,846,0,0,0.03677552870400768,0,0,0.7543016207660495,0,0,0
111,1015,6,6,825,0,0,0.014900739072572274,0,0,0.7543016207660495,0,0,0
112,1015,6,6,815,0,0,0.005156382256426728,0,0,0.7543016207660495,0,0,0
113,1015,6,6,807,0,0,0.03696832547586208,0,0,0.7543016207660495,0,0,0
114,1015,6,6,847,0,0,0.03351753253626937,0,0,0.7543016207660495,0,0,0
115,1015,6,6,840,0,0,0.00518191331249139,0,0,0.7543016207660495,0,0,0
116,1015,6,6,8,0,0,0.07265203397823311,0,0,0.7543016207660495,0,0,0
117,1015,6,6,9,0,0,0.03132304672527844,0,0,0.7543016207660495,0,0,0
118,1015,6,6,841,0,0,0.02994171193726923,0,0,0.7543016207660495,0,0,0
119,1015,6,6,844,0,0,0.035175165634189785,0,0,0.7543016207660495,0,0,0
120,1016,7,7,1,0,1,0.11133287165377734,1,1,0.11133287165377734,1,1,1
121,1016,7,7,20,0,0,0.06644016289561497,0,2,0.11133287165377734,0,0,0
122,1016,7,7,844,0,0,0.06075304489167413,0,3,0.11133287165377734,0,0,0
123,1016,7,7,822,0,0,0.012216340866828226,0,0,0.11133287165377734,0,0,0
124,1016,7,7,830,0,0,0.054655324960580516,0,0,0.11133287165377734,0,0,0
125,1016,7,7,817,0,0,0.06000946262432961,0,0,0.11133287165377734,0,0,0
126,1016,7,7,807,0,0,0.0591197068923699,0,0,0.11133287165377734,0,0,0
127,1016,7,7,842,0,0,0.060295685308687175,0,0,0.11133287165377734,0,0,0
128,1016,7,7,840,0,0,0.0022125440271758196,0,0,0.11133287165377734,0,0,0
129,1016,7,7,826,0,0,0.05541050553626431,0,0,0.11133287165377734,0,0,0
130,1016,7,7,832,0,0,0.056523077861942585,0,0,0.11133287165377734,0,0,0
131,1016,7,7,815,0,0,0.001994473325162406,0,0,0.11133287165377734,0,0,0
132,1016,7,7,841,0,0,0.027301715951702502,0,0,0.11133287165377734,0,0,0
133,1016,7,7,154,0,0,0.0019334981700454734,0,0,0.11133287165377734,0,0,0
134,1016,7,7,8,0,0,0.016020740702157636,0,0,0.11133287165377734,0,0,0
135,1016,7,7,847,0,0,0.04848831750848705,0,0,0.11133287165377734,0,0,0
136,1016,7,7,825,0,0,0.023806394134750733,0,0,0.11133287165377734,0,0,0
137,1016,7,7,9,0,0,0.03547620088626046,0,0,0.11133287165377734,0,0,0
138,1016,7,7,848,0,0,0.052463266309593776,0,0,0.11133287165377734,0,0,0
139,1016,7,7,846,0,0,0.059459069441441054,0,0,0.11133287165377734,0,0,0
140,1017,8,34,1,0,1,0.20362572201629675,1,1,0.20362572201629675,1,1,1
141,1017,8,34,822,0,0,0.062128491814052667,0,2,0.20362572201629675,0,0,0
142,1017,8,34,844,0,0,0.061616183722538166,0,3,0.20362572201629675,0,0,0
143,1017,8,34,830,0,0,0.06062708519710573,0,0,0.20362572201629675,0,0,0
144,1017,8,34,20,0,0,0.02805010908034077,0,0,0.20362572201629675,0,0,0
